Id	dx	dy
1	-2.3825264404935	-6.54094343275288
2	-5.96259573768859	-6.5541188474397
3	-9.04978353198482	-1.1861167569111
4	-0.990077623724538	-2.61093145399734
5	-4.29993937553873	-5.74020186003774
6	-3.26355880885692	1.61042701990893
7	-3.80651832617237	-6.04364597813245
8	-2.12360988728608	-3.99480766366911
9	-3.92479682852967	-6.44930883674532
10	-2.62921403068965	0.942383263485851
11	-8.38787206906856	-0.494056411548911
12	-3.11160045457138	-5.5003809844936
13	-6.64257415633965	-6.17102749063208
14	-2.35524593319962	-4.79393141346178
15	-9.43565378837533	-4.65713792853531
16	-1.35011684861797	-4.42932103462913
17	-9.24998088159116	-3.80841602125138
18	-3.14925987642047	-6.70082019973299
19	-1.19485782551525	-2.26615386433255
20	-3.45695669416438	0.845741957059843
21	-0.448055649026372	-2.06808440188352
22	-1.45392850462632	-2.96799172370721
23	-1.38082466191047	-5.1819172001658
24	-0.268123919512067	-1.85889747872754
25	-5.94267392827309	0.906108747219356
26	-1.58168107178335	-2.62170629395651
27	-2.80414691228957	2.20198879782446
28	-3.26549796957418	1.59367038712526
29	-1.34776999925875	-5.98474480845814
30	-9.56305168594612	-0.276518122741386
31	-1.31684725560778	-3.21672658969224
32	-5.82088547053496	2.79151352478505
33	-4.65268446625927	-6.13092277083333
34	-0.495140570737984	-0.557150900615049
35	-7.16325634379916	0.0667569564918082
36	0	0
37	-0.758074409383145	-1.59861223850341
38	-1.47090603913933	-3.93816080641878
39	-0.732795531302187	-1.69861111565645
40	-5.02361754247858	-5.69849220182434
41	-4.97078015910942	-5.7099575626978
42	-4.04685200820075	-7.00832453719399
43	-3.83486718633951	-8.03134809594761
44	-1.93140076552601	-3.73989622168794
45	-1.85029563431493	-3.31101226480124
46	-2.5655360151875	-0.0739699644484353
47	-1.96755898389561	-4.52477522380806
48	-0.683398467984237	-1.89031070403699
49	-4.21848010178654	-5.68543715705531
50	-7.79181510511353	-5.61459541514115
51	-5.88688198955597	-6.10051730902031
52	-1.03468556595645	-5.09059618219958
53	-1.62526292130145	-3.66529896969818
54	-2.30689585536145	-4.64723471278813
55	-0.703243042059611	0.736475536528916
56	-7.85179376955251	-4.14534610439368
57	-6.64129148651674	0.650281296776081
58	-1.61062582115015	-2.41775416565896
59	-1.5783298989761	-0.74507134534182
60	0	0
61	-4.29303490613267	0.959229943939103
62	-5.2278818160273	1.03492177531524
63	0.0939733594913008	0.281240717798113
64	0	0
65	-3.13264803174062	-5.41498924364377
66	-4.38862773689843	-5.83148095939885
67	-1.61719650995497	-2.60834673817533
68	-1.11240996671796	-3.49251490411976
69	0	0
70	-6.16878695027268	-5.93028048068784
71	-2.66421128726102	1.12240975850833
72	-2.09136349442809	-0.464039803946406
73	-3.89447530594108	2.17167654200075
74	-1.61388275169775	-1.03319020119748
75	-1.28668251617708	-4.11897038411739
76	-3.97017516124754	-6.19573901723555
77	-3.82618085130322	1.3939146510136
78	-5.52473554531799	-5.93802937336476
79	0	0
80	0	0
81	0	0
82	-8.28336691822737	-1.74028445279896
83	0	0
84	0	0
85	-6.27843945865104	-5.64219729614867
86	-6.83165172487362	0.439577085394788
87	-9.56332782001994	-6.65601210401331
88	-3.57143876294485	2.54979586426428
89	-1.58017814153602	-3.35753756567699
90	-8.55264916008299	-1.60270846083917
91	0.635703411770976	-2.21098167552375
92	-2.76789378139381	0.817772496113101
93	0	0
94	0	0
95	0	0
96	0	0
97	0	0
98	0	0
99	0	0
100	0	0
