Id	x_3	y_3
1	0.0360000000000075	2.8484201014906e-07
2	0.0510000000000074	2.88155853386815e-07
3	0.0660000000000063	2.67554453560653e-07
4	0.0800000000000069	2.88880292215275e-07
5	0.0470000000000074	3.03724651323807e-07
6	-0.0219999999999931	2.92777579827499e-07
7	-0.0869999999999948	2.75090676606923e-07
8	-0.00699999999999446	2.47195299832581e-07
9	-0.00199999999999217	2.99012174502602e-07
10	0.0160000000000062	2.79674038037133e-07
11	0.00800000000000557	2.56320348294692e-07
12	0.045000000000005	2.44271611216385e-07
13	-0.010999999999994	2.66878788653999e-07
14	0.0210000000000052	2.56639206894326e-07
15	0.056000000000007	2.86865483060694e-07
16	0.0690000000000073	2.93728585534132e-07
17	0.0720000000000069	2.90033996613073e-07
18	-0.0149999999999924	2.9301104545253e-07
19	0.0590000000000061	2.5290577693972e-07
20	0.0150000000000066	2.66872402490724e-07
21	0.0450000000000067	2.71532267492307e-07
22	0.0210000000000068	2.82856815815934e-07
23	-0.00899999999999395	2.82525620232579e-07
24	0.0120000000000068	2.77144696944947e-07
25	-0.0039999999999941	2.70809760175756e-07
26	0.0150000000000056	2.66926312288567e-07
27	-0.00399999999999352	2.70818346329766e-07
28	0.0230000000000054	2.66517122045726e-07
29	0.0160000000000064	2.79664891690569e-07
30	-0.0519999999999927	2.8335532818627e-07
31	0.0430000000000063	2.78586251097896e-07
32	0.0230000000000066	2.91864945275281e-07
33	-0.00699999999999211	2.99266073835342e-07
34	0.0300000000000072	2.9374645116039e-07
35	0.0130000000000059	2.65600633399155e-07
36	0.0110000000000058	2.52704434555298e-07
37	0.0350000000000054	2.75345306088179e-07
38	0.0180000000000065	2.7753956083049e-07
39	0.0690000000000045	2.41324629413548e-07
40	0.0200000000000071	2.89915178576602e-07
41	0.0360000000000048	2.59071401678191e-07
42	0.014000000000005	2.43373463274623e-07
43	0.0360000000000053	2.59011968445568e-07
44	0.153000000000006	2.64966514885515e-07
45	0.0310000000000058	2.4545063853377e-07
46	0.0140000000000058	2.70960958247308e-07
47	0.0440000000000057	2.66754126729941e-07
48	-0.0369999999999941	2.61404601653538e-07
49	-0.0139999999999936	2.71589043057706e-07
50	0.0600000000000065	2.7585490671514e-07
51	-0.00999999999999384	2.72941726817689e-07
52	-0.0449999999999933	2.73740587206604e-07
53	-0.0199999999999934	2.90854635119451e-07
54	0.00600000000000583	2.55652355748336e-07
55	0.00800000000000819	3.06724506068559e-07
56	0.0250000000000065	2.64883596329958e-07
57	0.0110000000000052	2.52730640941564e-07
58	-0.00099999999999495	2.61800719710094e-07
59	0.0320000000000069	2.92992668501025e-07
60	0.0670000000000045	2.50722066497908e-07
61	0.00100000000000742	2.87620469455001e-07
62	0.0310000000000046	2.45603598160195e-07
63	0.0100000000000061	2.72492047165629e-07
64	0.00800000000000804	3.06728397848317e-07
65	0.0540000000000061	2.63481270389392e-07
66	0.0510000000000064	2.62530439993275e-07
67	0.0100000000000066	2.72475341893006e-07
68	0.0500000000000069	2.8688992457235e-07
69	-0.0129999999999925	2.91721427561717e-07
70	0.0140000000000071	2.95961774046128e-07
71	-0.00299999999999357	2.77113250220503e-07
72	0.009000000000007	2.82109422154212e-07
73	-0.0259999999999936	2.6449255036168e-07
74	0.0420000000000078	2.8096149033655e-07
75	-0.0549999999999953	2.55753830551106e-07
76	0.00400000000000702	2.7061888573745e-07
77	0.0150000000000067	2.66866037420866e-07
78	-0.0489999999999933	2.78941915517011e-07
79	0.0140000000000076	2.95940598300858e-07
80	0.089000000000006	2.56999594450202e-07
81	0.123000000000004	2.40004452167777e-07
82	0.00600000000000705	2.82053986248817e-07
83	-0.00999999999999278	2.97874398720603e-07
84	0.0260000000000064	2.63222820410042e-07
85	-0.000999999999994571	2.61802167911653e-07
86	0.0230000000000066	2.66414192148613e-07
87	0.0530000000000055	2.63896193241609e-07
88	0.0050000000000055	2.54408603640863e-07
89	0.0470000000000084	3.03559075029308e-07
90	0.0230000000000064	2.66427198334485e-07
91	-0.0179999999999931	2.7840515600129e-07
92	0.0160000000000072	2.79617325865667e-07
93	6.12272930679576e-15	2.66560074985002e-07
94	6.12272930679576e-15	2.66560074985002e-07
95	6.12272930679576e-15	2.66560074985002e-07
96	6.12272930679576e-15	2.66560074985002e-07
97	6.12272930679576e-15	2.66560074985002e-07
98	6.12272930679576e-15	2.66560074985002e-07
99	6.12272930679576e-15	2.66560074985002e-07
100	6.12272930679576e-15	2.66560074985002e-07
