Id      x      y
22      -37.1591395514744       41.022083304296
31      -38.8454774632369       33.7659643339738
32      -34.0189355828601       24.5533772864081
33      -10.8249609416245       35.9760484263885
40      -51.5121114069594       24.9862276023585
41      -38.210185056994        28.7489386852208
42      -31.3802204641522       20.1322943705512
50      -41.9790462287055       8.14010589173696
51      -33.6433441589094       11.0664604460051
